domain_length,domain_label_count,has_ip_in_domain,has_hyphen,digit_ratio,tld_is_risky,domain_entropy,domain_risk_keyword_count,subdomain_count,high_risk_subdomain_count,high_risk_subdomain_ratio,max_subdomain_depth,a_record_count,mx_record_count,ns_record_count,txt_record_count,has_spf,has_dmarc,has_mx,ns_provider_diversity,domain_age_days,days_to_expiry,registrar_is_known,whois_email_count,endpoint_count,pct_200,pct_404,pct_error,avg_content_length,has_https,has_hsts,has_csp,has_xframe_options,has_xcontent_type,tech_count,email_count,email_domain_mismatch_count,social_profile_count,label,source,domain
23.0,3.0,0.0,0.0,0.32734015202690864,1.0,4.083321394120737,2.0,0.0,0.0,0.1113840787436093,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,159.0,308.0,1.0,0.0,1.0,0.3723210502294395,0.2512830447835565,0.2659370604972915,3402.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1,synthetic,synthetic_malicious_257
38.0,5.0,0.0,1.0,0.36448966969586805,0.0,2.507065797188287,2.0,0.0,1.0,0.39810208592063817,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,112.0,70.0,0.0,0.0,2.0,0.5410839324718029,0.33905646882864093,0.18859062766480886,1700.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1,synthetic,synthetic_malicious_144
28.0,3.0,1.0,1.0,0.37658080368222896,0.0,2.5797897562224366,2.0,1.0,2.0,0.19962379137833955,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,104.0,42.0,0.0,1.0,4.0,0.5011175694685694,0.6320320141876397,0.2432247949723167,2185.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1,synthetic,synthetic_malicious_9
45.0,5.0,0.0,0.0,0.22667235768854072,0.0,3.595743901221657,1.0,3.0,1.0,0.2073532387720155,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,59.0,169.0,0.0,0.0,2.0,0.1754153290065433,0.3915176462156691,0.0458415799731444,1752.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1,synthetic,synthetic_malicious_13
9.0,2.0,0.0,0.0,0.009984618140942836,0.0,1.565774337471323,0.0,39.0,3.0,0.03496732001601241,2.0,1.0,5.0,7.0,8.0,1.0,1.0,1.0,2.0,528.0,3078.0,1.0,2.0,35.0,0.9366748581690214,0.0300654952020472,0.028474580373038946,242941.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,15.0,0,synthetic_benign,synthetic_benign_5
12.0,2.0,0.0,0.0,0.0,0.0,2.75,0.0,235.0,1.0,0.00425531914893617,2.0,2.0,1.0,4.0,17.0,1.0,0.0,1.0,4.0,4793.0,3242.0,1.0,2.0,4.0,0.25,0.0,0.0,1911.5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0,osint_scan,onlyfans.com
23.0,4.0,0.0,1.0,0.29872926116123183,1.0,4.472286618847563,2.0,3.0,2.0,0.7393286176946594,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,111.0,217.0,0.0,1.0,3.0,0.14174527407512402,0.40659711772927054,0.13502768187856842,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,synthetic,synthetic_malicious_265
19.0,3.0,0.0,0.0,0.15178070907741947,1.0,4.365869527379159,1.0,3.0,1.0,0.3192908821517635,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,173.0,132.0,0.0,1.0,5.0,0.19976158775784916,0.3524980481177491,0.0892002438753808,3777.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1,synthetic,synthetic_malicious_285
9.0,3.0,0.0,0.0,0.03585468393327831,0.0,2.059295540785503,0.0,39.0,2.0,0.03568180276205076,1.0,3.0,2.0,7.0,7.0,1.0,1.0,1.0,4.0,6575.0,431.0,1.0,1.0,8.0,0.7764532849626953,0.1426074621746226,0.005371867192241198,450344.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0,synthetic_benign,synthetic_benign_60
19.0,3.0,0.0,0.0,0.22690330690573463,1.0,3.869393341119973,3.0,3.0,1.0,0.13380278994244704,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,143.0,283.0,0.0,0.0,5.0,0.1571033256794844,0.5875565139319977,0.24698484239926996,3005.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1,synthetic,synthetic_malicious_71
23.0,4.0,0.0,0.0,0.33350555852204705,1.0,3.323521809596382,2.0,1.0,2.0,0.46071556597867896,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,19.0,225.0,0.0,1.0,2.0,0.5341288252457065,0.520290326355834,0.278570000091318,3455.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1,synthetic,synthetic_malicious_124
20.0,4.0,0.0,0.0,0.08343919504535227,1.0,3.644316149732446,2.0,2.0,2.0,0.07925292191845319,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,121.0,333.0,1.0,0.0,5.0,0.45661133064140114,0.5287814674018634,0.04280104274779706,4649.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1,synthetic,synthetic_malicious_245
12.0,2.0,0.0,0.0,0.011199629485076114,0.0,2.6031456613552812,0.0,61.0,3.0,0.01731451880048838,3.0,3.0,8.0,2.0,11.0,1.0,1.0,1.0,3.0,5303.0,685.0,1.0,1.0,38.0,0.5971121726587676,0.08996064295858373,0.034840122117603324,140929.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0,synthetic_benign,synthetic_benign_42
5.0,3.0,0.0,0.0,0.025654174781445344,0.0,1.924405968074704,0.0,93.0,1.0,0.027360645662561797,1.0,2.0,5.0,4.0,15.0,1.0,1.0,1.0,3.0,7024.0,1562.0,1.0,4.0,32.0,0.8701203464944143,0.10735687483102688,0.011054476680732228,264080.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,13.0,0,synthetic_benign,synthetic_benign_77
20.0,2.0,0.0,0.0,0.10496139157505516,1.0,3.3830358201558095,3.0,0.0,0.0,0.5176743767484242,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,86.0,176.0,0.0,0.0,3.0,0.28621817870139976,0.5774226062558911,0.10819302192950338,2010.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1,synthetic,synthetic_malicious_201
18.0,2.0,0.0,0.0,0.009662428986679183,0.0,1.9187097548265688,0.0,53.0,2.0,0.004054704617952415,2.0,1.0,7.0,7.0,15.0,1.0,1.0,1.0,2.0,8146.0,479.0,1.0,3.0,39.0,0.7443906169921237,0.15683305916548454,0.027158755244374694,68968.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,18.0,0,synthetic_benign,synthetic_benign_66
38.0,3.0,0.0,1.0,0.23919321652645376,1.0,3.5678800935291326,3.0,0.0,0.0,0.27142808470758467,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,147.0,149.0,0.0,0.0,2.0,0.34444735666301673,0.2095315034360425,0.27215366345201225,375.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1,synthetic,synthetic_malicious_162
37.0,3.0,0.0,0.0,0.38854746165392273,1.0,4.290104682381164,1.0,2.0,2.0,0.24871266316856167,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,62.0,134.0,1.0,0.0,5.0,0.32190793749210944,0.2278265808747874,0.036543424352833066,3314.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1,synthetic,synthetic_malicious_287
39.0,3.0,0.0,0.0,0.06939449750622198,1.0,2.8060309336204012,1.0,1.0,1.0,0.7477902693112619,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,156.0,303.0,1.0,0.0,5.0,0.570803493934298,0.2770971334397816,0.1976198620151263,4957.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1,synthetic,synthetic_malicious_46
41.0,3.0,1.0,0.0,0.18946309249767423,1.0,2.6388415093256397,2.0,2.0,2.0,0.4075245404224299,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,85.0,0.0,1.0,3.0,0.318196941935304,0.6921179246582949,0.034693735208799134,4723.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1,synthetic,synthetic_malicious_10
21.0,4.0,0.0,1.0,0.20471433450279153,1.0,3.034112476545865,1.0,2.0,1.0,0.7046772938862444,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,140.0,238.0,1.0,0.0,4.0,0.5735303711796781,0.5238548443918793,0.046191337328498415,2390.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1,synthetic,synthetic_malicious_22
14.0,3.0,0.0,1.0,0.022297154377790847,0.0,2.3471060993668944,0.0,46.0,1.0,0.024837627114925126,3.0,4.0,2.0,3.0,11.0,1.0,1.0,1.0,4.0,7152.0,1752.0,1.0,1.0,25.0,0.5857573398878881,0.01661429131383061,0.02831359511818158,262790.0,1.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,20.0,0,synthetic_benign,synthetic_benign_59
9.0,3.0,0.0,0.0,0.0025713122983414883,0.0,2.1386909099570053,0.0,39.0,3.0,0.016961150483355957,3.0,2.0,2.0,4.0,8.0,1.0,1.0,1.0,4.0,7817.0,3381.0,1.0,4.0,46.0,0.7780139508751951,0.028498995876003998,0.04193658877639516,206531.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,5.0,0,synthetic_benign,synthetic_benign_135
17.0,2.0,0.0,0.0,0.04957835729777285,0.0,1.699294700276114,0.0,21.0,1.0,0.004068573628973715,1.0,3.0,4.0,2.0,11.0,1.0,1.0,1.0,2.0,2859.0,1144.0,1.0,1.0,46.0,0.9259000498916361,0.1388447412716015,0.029822944389515316,292125.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,14.0,0,synthetic_benign,synthetic_benign_65
17.0,2.0,0.0,0.0,0.02203805624298917,0.0,2.2859284874727828,0.0,30.0,0.0,0.04884941476472165,3.0,2.0,5.0,7.0,8.0,1.0,1.0,1.0,3.0,436.0,1458.0,1.0,3.0,26.0,0.5520503830213821,0.11855425896517474,0.01637424070800565,110398.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,19.0,0,synthetic_benign,synthetic_benign_113
10.0,3.0,0.0,0.0,0.028427109839727033,0.0,2.383070435698869,0.0,11.0,2.0,0.0025747207880311485,1.0,1.0,2.0,4.0,4.0,1.0,0.0,1.0,3.0,4603.0,530.0,1.0,3.0,15.0,0.618321161877822,0.16986392398723385,0.016778632078862828,357305.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,16.0,0,synthetic_benign,synthetic_benign_119
30.0,2.0,0.0,1.0,0.3784295498600317,1.0,3.9105103721502217,2.0,1.0,1.0,0.5705070871276791,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,12.0,207.0,0.0,1.0,3.0,0.13922303841842312,0.6560246062916945,0.2524276054857784,4267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,synthetic,synthetic_malicious_295
11.0,3.0,0.0,0.0,0.0455066384498268,0.0,1.681287423148877,0.0,56.0,3.0,0.03831530185590288,3.0,4.0,4.0,6.0,10.0,1.0,1.0,1.0,3.0,5919.0,1880.0,1.0,4.0,46.0,0.6212873061549865,0.03364828809601701,0.023616974289817644,19484.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,10.0,0,synthetic_benign,synthetic_benign_62
32.0,5.0,1.0,1.0,0.1370670601689047,1.0,2.857795783257834,3.0,0.0,2.0,0.46125092719771477,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,135.0,337.0,0.0,1.0,3.0,0.37504067119755957,0.6984251570874977,0.25345620447036515,3377.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1,synthetic,synthetic_malicious_133
45.0,4.0,0.0,1.0,0.25227148143644923,1.0,3.813472605976304,1.0,0.0,1.0,0.6762987348810761,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,154.0,166.0,1.0,1.0,3.0,0.5607687605165863,0.37551171036849085,0.05442166746377059,1173.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1,synthetic,synthetic_malicious_32
14.0,3.0,0.0,0.0,0.03169730490056341,0.0,2.9030047158914525,0.0,6.0,3.0,0.02874348027105006,3.0,3.0,3.0,3.0,6.0,1.0,0.0,1.0,4.0,3118.0,3284.0,1.0,3.0,29.0,0.7328903436717713,0.045465104642270826,0.0032333667708792538,286272.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,17.0,0,synthetic_benign,synthetic_benign_118
40.0,2.0,0.0,0.0,0.06879375118158776,1.0,4.1773493152263494,2.0,3.0,1.0,0.023700527156132092,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,20.0,346.0,0.0,0.0,1.0,0.14101900483657429,0.2771104819327592,0.213503146433585,1263.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,synthetic,synthetic_malicious_64
45.0,2.0,0.0,0.0,0.30116900751133563,1.0,2.6391623777863114,2.0,2.0,1.0,0.7855559395097056,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,160.0,296.0,0.0,1.0,4.0,0.5428914251955995,0.5503951972484976,0.26206390925718026,2569.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1,synthetic,synthetic_malicious_202
9.0,3.0,0.0,0.0,0.04369036179222791,0.0,2.074433323711093,0.0,75.0,2.0,0.03626475408345595,3.0,4.0,2.0,4.0,7.0,1.0,0.0,1.0,3.0,2504.0,1615.0,1.0,4.0,33.0,0.727945003815837,0.16680616887521219,0.04965869209379381,93683.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,18.0,0,synthetic_benign,synthetic_benign_20
15.0,2.0,0.0,1.0,0.25925371302523564,0.0,3.260307028878359,2.0,1.0,2.0,0.6725473553557898,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,34.0,314.0,0.0,1.0,2.0,0.40522265473313723,0.6787085868494829,0.09549118254467459,2806.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1,synthetic,synthetic_malicious_210
26.0,3.0,0.0,0.0,0.21972147981288448,0.0,4.224028856055297,2.0,0.0,0.0,0.47643527349198966,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,358.0,0.0,0.0,1.0,0.18380019837623432,0.3993724013724622,0.09041013898610972,4362.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1,synthetic,synthetic_malicious_157
37.0,5.0,1.0,0.0,0.3294641145619231,1.0,3.051645948776846,3.0,1.0,1.0,0.5085081986064999,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,41.0,324.0,1.0,1.0,5.0,0.5647945034982657,0.6041734593896305,0.003208404694869349,3473.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1,synthetic,synthetic_malicious_246
17.0,2.0,0.0,1.0,0.008666487844513477,0.0,2.7297422839965844,0.0,83.0,0.0,0.025369476028073126,3.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,4865.0,1799.0,1.0,4.0,33.0,0.7953694116075458,0.11064133588751729,0.03667239786051712,300103.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,11.0,0,synthetic_benign,synthetic_benign_127
11.0,2.0,0.0,0.0,0.0,0.0,2.521640636343318,0.0,957.0,49.0,0.051201671891327065,3.0,3.0,5.0,4.0,30.0,1.0,0.0,1.0,4.0,8385.0,1150.0,1.0,2.0,17.0,0.23529411764705882,0.7058823529411765,0.0,43620.529411764706,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0,osint_scan,webflow.com
17.0,4.0,0.0,0.0,0.10013538254474486,1.0,3.759136404583974,2.0,1.0,2.0,0.2977138076045641,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,168.0,1.0,0.0,5.0,0.3033906320704496,0.3646787548071797,0.026692247456653738,2732.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,synthetic,synthetic_malicious_244
7.0,2.0,0.0,0.0,0.04496832369980678,0.0,2.5928635815742855,0.0,51.0,3.0,0.002067150724330108,2.0,1.0,4.0,3.0,13.0,1.0,1.0,1.0,4.0,2889.0,2441.0,1.0,3.0,11.0,0.8105306248429041,0.08494883990746237,0.029357065274556733,86843.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,19.0,0,synthetic_benign,synthetic_benign_2
36.0,2.0,0.0,0.0,0.12858286004966266,0.0,3.063628544767319,0.0,2.0,0.0,0.28839480831217523,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,169.0,184.0,0.0,1.0,3.0,0.5377010841068721,0.3355466392496017,0.14977523459881179,3023.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1,synthetic,synthetic_malicious_258
